views,likes,dislikes,comment,published,duration,category,predicted_adview
41010,372,22,53,902,472,7,574.08844
74439,162,5,3,1661,72,4,1891.3436
296745,774,71,85,1772,250,7,1113.4922
600608,201,60,13,362,73,4,2123.8086
217,3,0,1,1758,46,4,1472.7855
1404038,25481,1232,2484,1448,436,4,2524.0254
56111,156,6,11,996,327,4,1976.5751
30912,89,5,1,914,974,4,826.3498
23618,43,2,15,259,640,5,1856.8024
14393,205,25,87,847,311,2,2655.0757
170662,231,33,10,1411,340,8,2470.0334
262430,501,42,39,700,109,8,559.0361
971372,9046,746,1234,1993,311,4,2177.9265
15733,48,2,1,1040,227,4,1760.1509
2034974,4945,605,604,873,0,7,2529.6582
1213766,4492,384,952,1614,0,7,2332.7803
257233,2048,29,240,1873,219,4,1771.139
1440092,7785,242,716,1810,409,7,1365.5138
210,14,2,14,1027,112,7,2155.206
530484,894,119,24,1103,182,5,2226.2498
59066,17,10,0,993,508,4,1215.484
113402,141,8,11,1465,86,5,2805.622
1868969,2710,542,493,507,225,7,2308.3845
1015,5,0,0,1514,614,4,826.38275
211184,3771,347,1150,1540,457,6,867.83813
8105,40,3,6,746,333,4,2472.7253
22771,13,1,3,1486,112,4,1594.806
650842,3400,128,458,1515,248,4,1849.6293
347336,1475,107,683,1618,821,4,2082.4722
418430,81,32,8,207,0,5,1140.7086
1244905,306,101,22,750,87,4,2572.6829
317987,569,60,18,1002,551,4,1834.643
75620,262,47,40,1685,2759,7,1435.3177
125525,625,57,55,1355,750,4,2492.0303
903366,2310,132,88,921,300,4,950.05255
321764,940,63,165,785,1600,4,1743.9161
564927,1788,1158,321,1741,146,4,1961.6207
8674,11,0,2,889,566,4,2366.1646
627843,637,89,81,1278,0,5,2736.9553
832,19,3,7,1857,142,7,2664.7163
904812,480,167,8,1770,105,4,1952.938
51545,234,21,11,1129,959,7,2717.6328
26335,166,3,14,1493,336,4,21.498491
63421,1281,14,84,1839,287,4,2681.7349
246570,370,59,42,1627,0,4,1585.1295
80705,53,8,3,82,335,4,21.498491
70007,525,50,293,1798,531,4,2009.2643
13492,55,4,7,1680,558,5,261.6088
137042,431,99,466,1490,271,4,2241.8533
2104765,16960,291,4181,669,226,5,1656.2603
50785,436,8,23,1411,390,7,945.9806
290730,741,40,47,1372,3232,3,1363.0271
227400,1130,70,198,1866,249,2,2291.9106
238,0,0,0,1969,83,8,1681.4437
490015,909,96,23,90,760,4,1495.1213
185962,244,39,6,953,144,4,2589.7117
203074,382,26,236,8,238,4,3050.629
356305,443,108,48,1651,0,4,2174.2102
40208,200,13,5,1817,103,4,2640.851
42540,177,1,5,1271,245,7,2293.8015
348267,1027,43,40,961,531,4,49.417786
7661002,5897,2119,741,1192,158,4,1920.6351
128393,696,23,38,1593,142,6,409.82962
2980,5,0,0,1321,92,4,1657.857
1232094,13686,764,5567,1765,171,4,2470.237
20555,397,4,16,1972,230,4,2129.0903
37420,91,0,2,1737,46,4,2538.5723
75223,20,3,0,1617,106,8,454.648
87450,991,10,11,941,235,7,2781.1108
13037,205,11,14,1902,251,7,2454.393
1759465,16747,903,1802,1149,356,4,2245.3235
15073,43,3,5,1454,528,4,44.411644
701510,5600,206,313,1585,1133,3,1687.1758
389813,2316,82,1229,1821,208,5,1076.135
116796,114,35,5,898,2638,4,2300.373
11975,156,9,10,1973,361,7,2395.3088
94295,967,169,251,1575,191,6,2359.351
290629,2957,41,652,1876,408,6,2353.333
102520,493,22,50,1845,651,5,2566.8823
2037,4,0,0,1048,97,4,2659.8071
65863,14,16,1,1062,57,4,1880.6606
1744,3,0,0,1717,21,4,2360.688
781746,2169,210,365,1566,240,2,823.7116
467719,729,126,211,1902,1003,5,2161.8826
386471,2004,91,567,1458,372,1,1673.5604
54520,90,3,7,594,292,8,2366.7307
67278,133,17,7,687,3328,7,1815.1715
86045,86,11,16,254,603,5,1421.7402
3806,8,3,1,852,219,7,1331.1746
2952,4,1,0,1743,97,4,2644.3672
31632,39,14,35,528,67,4,21.498491
2770,16,0,11,1875,164,4,2005.2374
2466,3,0,3,1057,97,4,2673.7246
100773,1424,50,119,1365,239,7,1782.3785
13143,7,0,0,685,121,4,30.48575
16878,21,7,8,1563,0,7,2353.7605
278159,534,48,317,1756,600,5,1764.6344
204798,1182,43,522,1744,207,5,964.5112
221446,1253,70,240,1775,164,4,2051.4404
474573,1934,119,315,839,643,4,1964.8123
5636,29,0,3,883,433,4,600.58655
131,3,0,0,1784,55,7,2521.3616
148810,106,37,7,1673,1020,4,2632.0767
45500,88,2,19,1643,2490,3,1471.5681
17745,25,1,3,302,750,4,2157.8547
34872,85,1,2,1293,172,4,2047.7094
1974787,1032,712,138,1017,64,4,2078.8428
4222414,14187,396,571,1078,425,5,1878.1832
680546,5405,163,145,1442,66,4,2376.7947
86623,4184,17,200,1686,892,6,874.6778
19969,8,3,1,933,207,4,2512.493
677032,5163,134,514,1821,477,6,1385.2285
6591815,12709,2572,596,829,229,4,2622.872
6464753,14006,2238,655,1240,97,3,2634.9866
800618,5233,131,796,1362,424,4,2376.947
38810,214,6,19,1607,74,4,1817.1588
1140081,12130,893,899,1636,204,3,2398.1206
142725,783,74,137,1494,517,6,1436.2502
19401,11,6,3,1197,61,4,1702.0485
6597,58,0,1,1708,31,4,2311.6365
116414,115,34,14,1815,215,4,2566.187
461208,635,69,71,1823,357,4,2129.6707
15958,295,11,56,1240,688,4,635.0221
94033,67,14,3,1890,278,7,1557.1136
169934,883,31,50,1804,221,7,1367.3054
202300,162,30,12,919,905,4,886.3763
500791,950,86,55,409,703,4,2440.573
716673,16410,1225,7545,2078,148,2,2966.051
1017044,3330,700,225,1610,84,5,2533.1194
432038,2860,181,44,434,132,4,1834.183
271969,250,55,18,893,1128,4,2612.3342
149546,407,67,35,535,0,7,2762.4043
397679,2557,86,1301,1827,212,5,510.21338
69096,89,9,4,1822,49,4,2300.018
183938,629,46,23,1097,143,4,2528.4626
121128,465,19,16,915,304,4,1489.6244
957753,2069,202,106,1783,347,4,1156.4805
529227,583,282,34,1007,2479,4,1822.2667
11424,8,4,0,496,86,4,1696.4277
17539,189,7,71,1809,274,4,1987.7299
61203,1106,25,57,1658,231,7,1374.8317
418646,7899,155,2943,1930,403,4,2079.5698
354164,3405,155,474,643,119,5,703.3318
86890,810,15,55,1843,222,7,2573.8323
34029,43,6,6,1051,152,1,1413.8009
2353,2,0,0,1565,511,8,2733.3804
1058478,1725,171,114,1773,620,4,2124.456
131512,621,14,30,1441,198,4,1948.626
3257503,5458,437,344,1021,338,4,2144.713
29594,87,26,63,993,821,4,2177.2617
222869,191,77,14,1065,1371,5,917.1151
578630,4074,157,180,1885,1373,4,2420.3154
12585,239,4,37,2042,470,4,2355.0444
638417,940,47,63,1882,307,7,1374.4257
28425,45,13,14,64,264,6,756.4159
467027,3473,382,1121,4,152,4,2562.2046
36094,53,3,5,869,631,2,766.3439
77046,81,22,18,1742,304,4,817.61816
12109,120,1,20,1365,1041,4,2236.4214
30134,14,6,1,1422,0,5,2201.9194
111573,1206,13,190,1778,162,6,2793.9653
2892780,6168,1404,586,1595,1423,8,2163.3796
2177141,14409,1153,2697,1703,2673,8,2222.5525
2532731,3164,392,386,1094,179,5,1444.2013
19529,12,5,0,303,89,4,2546.87
398544,3102,105,68,1563,317,4,654.59607
39242,56,4,2,861,131,2,1886.3722
158893,606,85,36,1804,108,4,2541.8408
172614,221,52,50,1618,531,4,582.89087
17559,57,8,31,143,245,4,2041.555
55765,361,19,77,1899,972,4,1971.7096
5513099,28084,2530,3035,1986,417,4,1175.3259
235178,3939,116,508,2027,280,2,1310.3114
226454,361,55,16,236,656,4,2013.412
865092,3793,788,439,1882,635,4,1709.7163
1052181,682,250,41,1605,779,4,2519.382
2557936,2570,160,110,1763,312,7,2165.2893
189071,1373,134,272,1899,438,4,2614.1367
272174,6810,252,690,1430,603,4,2219.2935
123757,49,19,18,611,136,4,2461.379
163705,605,25,30,1564,268,4,2422.8987
25781,63,2,1,1499,112,4,1287.618
278904,533,72,36,532,151,3,2356.2095
830118,10321,255,904,1951,231,7,1218.1158
2331,7,1,0,1493,11,4,2777.8228
64668,74,12,6,896,1062,4,2686.8298
227588,588,55,154,58,340,7,1568.6555
1346360,1839,1274,89,1608,236,7,685.0441
315828,5000,85,445,1507,721,2,1162.245
25576,43,6,4,998,0,4,1966.8243
8362,28,7,4,1384,380,7,2658.2866
35018,566,15,116,1035,932,5,2135.8647
2526,9,1,1,1725,36,5,1701.9282
82817,555,24,119,1887,986,4,234.22102
30720,479,51,173,725,488,8,2646.5503
300,2,0,0,1946,292,4,2005.619
250913,341,44,19,603,606,4,2717.0723
1969903,11746,472,4207,1331,611,4,2683.4878
1386494,984,383,93,1843,815,4,2115.7312
198518,2819,79,261,1636,346,7,2265.2183
1985,88,0,45,1883,172,7,654.9702
70,5,0,0,2085,245,4,1400.23
16924,155,20,1,1134,30,4,1172.117
4146,85,0,2,1888,199,7,1019.3846
459271,619,106,40,988,3597,4,2294.8208
105610,284,48,47,1961,95,4,1236.8545
4656,86,3,25,855,72,3,2398.3545
362005,598,135,165,381,2783,8,2112.4253
1635,0,2,0,1001,48,7,2596.9458
129803,708,33,32,1403,2213,3,1931.4486
39647,89,11,17,1666,276,4,1773.1477
4063732,28818,1317,1194,1064,488,4,2154.2842
36249,141,8,18,1284,1346,4,1213.3125
1640754,7090,619,1028,597,194,4,2434.1284
98093,30,1,3,1686,240,4,2822.8152
896503,4938,152,1076,1328,594,4,1762.8556
394254,545,38,19,707,96,4,2694.3237
95514,909,27,201,2019,419,6,2125.5752
130199,309,108,35,2051,0,7,2680.0552
420169,2452,174,880,1549,255,4,1895.4246
1181,6,0,5,1974,152,4,2412.8428
114342,330,28,50,1667,220,4,2230.695
1275265,4056,148,632,853,2244,7,2525.8428
14274,29,6,4,1003,0,5,1675.7571
297607,717,40,39,65,643,4,3134.3154
2735165,4711,604,110,1046,329,4,2001.4099
3029372,1000,533,85,1838,243,4,21.498491
356927,1039,32,75,1555,520,7,2228.175
2079,8,5,1,1782,61,4,2014.0793
1311933,2116,400,130,712,1319,4,2634.579
286839,2464,23,227,1855,105,7,2168.9414
16548,13,0,2,1695,63,4,64.66076
994881,19268,200,639,1987,789,5,2039.3181
805196,2891,270,166,1852,3445,7,2375.0352
168626,108,22,5,1000,190,4,1829.9763
378900,1022,55,68,485,338,4,2293.6267
175088,4454,70,1561,1787,228,2,2313.11
303320,1339,43,313,1905,447,5,1364.1545
2178951,19492,4643,2214,1437,167,4,2974.9646
1020606,770,146,37,1722,223,4,1010.85046
5280,20,0,3,1705,21,5,2218.1003
14881,369,6,36,1946,330,7,2492.3962
164729,550,83,46,1500,439,3,716.8581
2097,6,1,0,1468,0,5,932.1581
2725838,6150,958,1268,2033,2388,4,1734.813
518,8,0,1,1555,170,3,21.498491
582223,2846,168,226,1395,655,4,1836.0879
734255,11913,624,3587,1828,274,2,2548.569
463035,423,60,72,885,0,5,2103.4053
4379157,10611,662,186,935,515,4,2542.9893
336231,514,105,50,647,449,7,1706.7954
2585,13,0,2,1939,110,4,2139.628
25581,63,6,6,1387,3394,4,2207.404
257695,1227,173,547,1839,753,4,213.56042
895,1,1,0,1888,21,4,21.498491
88958,283,63,66,1256,361,4,24.410675
42469,24,12,2,990,2486,7,1942.7798
553600,4408,205,2184,1666,355,6,519.0642
605345,884,181,17,1228,360,4,1980.1693
2473,8,1,0,144,315,7,2506.6616
926390,4933,211,757,1409,256,4,1433.5508
301542,170,51,10,1116,0,4,1057.6509
1530415,2239,365,63,91,478,4,1792.8401
841323,1631,201,201,1408,0,8,2170.605
13081,32,0,2,1783,31,5,1715.5385
95335,38,16,4,528,0,5,1259.5917
429,0,0,0,1371,51,4,1614.2151
121595,214,20,47,1205,0,4,1547.9933
66008,64,11,24,1797,605,4,2290.1667
188625,368,98,28,1563,662,5,1479.9071
34214,55,17,3,1615,142,5,1030.5155
313820,1045,42,57,1054,1033,2,875.4539
1984585,18312,2340,8630,1860,604,6,1555.343
576438,796,123,235,1418,773,1,1601.068
44980,48,17,4,1731,138,7,2460.2253
32714,858,3,49,1941,127,4,2168.623
9830962,15802,9973,396,1548,690,7,1445.3875
40597,572,7,46,1601,694,4,2635.974
38056,306,2,13,1838,208,3,1274.9803
60670,274,15,46,769,151,3,2339.6064
102506,538,26,54,870,262,7,2690.1108
695132,2988,1308,3267,1833,328,2,2219.7139
8218,16,1,1,1802,51,4,1951.5973
2789851,3342,833,472,1275,273,7,1676.7028
178223,872,22,114,133,459,4,1992.0131
287388,198,46,7,753,73,4,2324.0815
50796,82,10,8,1022,579,4,1289.7367
111374,372,50,51,699,1011,7,1419.3835
116706,2636,35,905,1937,213,2,1996.8081
6458000,9567,2603,737,2014,0,4,1326.938
22625,175,6,42,1845,289,6,904.43054
6573,18,2,0,1655,730,4,2421.5823
18757,245,32,66,1920,129,4,2040.4528
357,0,0,0,1990,30,4,2162.0771
1197,0,4,0,1840,164,6,1174.5009
452,1,0,0,176,870,7,21.498491
213059,1524,81,613,1627,336,6,2836.6838
57260,113,24,16,1808,0,5,1857.0376
1278775,11907,399,2748,1916,321,4,1878.0375
53191,150,13,14,617,0,4,2698.5151
306354,691,32,70,998,800,4,873.14026
276372,242,111,25,1203,260,4,752.65405
205399,349,48,18,1040,225,4,2095.6873
2155722,16464,631,1258,1360,196,2,2013.7214
45849,164,9,10,683,431,7,2342.9756
1623,3,0,0,1493,197,3,21.498491
198257,303,15,188,9,245,4,1479.033
1544014,14310,434,4140,1885,418,6,1912.2651
656490,2519,144,664,1858,1231,1,1115.5988
84240,769,36,21,2070,155,4,2441.297
19198,71,5,68,1728,478,4,2494.9653
14431,113,18,23,1583,370,2,529.87756
345039,760,73,38,1451,237,5,2465.382
38854,75,12,26,1441,106,4,2597.8833
96255,383,35,28,772,826,4,1910.8932
122994,216,39,55,1783,201,4,2291.4106
1091,7,2,1,1462,0,5,1748.8939
990231,8918,937,1010,949,804,7,1339.1929
830849,931,163,60,232,436,4,2264.832
1144118,7101,215,256,1786,311,7,2358.7654
47785,134,4,16,392,584,4,704.2669
123152,237,23,79,53,388,7,2892.605
593077,465,132,27,1506,118,4,2427.2144
154283,628,30,60,1504,150,4,1905.5743
214432,8030,15,773,1942,212,7,21.498491
95215,260,15,31,1759,240,1,2413.8064
379852,621,50,15,1953,615,4,1517.1808
75050,137,22,8,647,313,7,2552.654
1774350,12286,1012,1475,1826,439,7,21.498491
64074,393,6,198,1022,1399,4,2640.292
4145,43,0,6,1274,257,4,2557.7412
119175,313,25,79,1803,566,2,1890.3782
485,1,0,0,1758,31,4,1948.6552
166879,642,43,132,1715,2463,7,937.8105
40023,514,17,60,1420,393,6,2370.7988
34621,234,5,97,1916,858,4,2321.2852
222541,71,55,11,213,0,5,1826.9816
672125,178,183,27,504,93,4,866.24677
769824,1131,120,94,1900,805,4,2438.2627
37529,52,5,2,900,54,4,1253.4641
579459,563,227,51,1804,121,4,2327.9487
483380,2323,279,1652,1844,447,2,2173.855
231823,448,83,19,1882,89,4,21.498491
652946,317,188,14,1563,125,3,2595.2751
237414,1189,135,3574,1751,326,6,2658.448
1588755,22976,360,3957,1821,245,2,1249.3921
11118,55,3,4,885,521,4,2497.567
934701,4455,749,2098,1568,266,6,129.70377
13348,83,3,6,698,626,7,2881.521
1857931,27178,10150,3184,1802,387,5,1952.4786
10056,37,9,1,1859,51,5,1602.7721
151032,1081,25,138,1365,499,1,2242.686
789,5,0,0,167,660,7,2382.2756
175699,829,90,690,735,518,4,2454.715
2070862,19232,172,2481,1485,366,2,2459.9849
663580,1983,67,196,1813,202,7,1499.5981
2284446,8532,3878,6556,1653,649,4,1640.8197
31349,713,3,84,1155,343,4,796.0911
866,8,1,2,1472,2683,8,2213.085
177845,650,53,162,1833,0,4,210.9425
89559,103,5,12,1587,461,4,2686.9832
1289807,14184,362,3274,1830,254,7,1757.1742
1425,21,0,0,1949,0,3,1825.091
37046,51,13,62,1548,369,5,1700.2562
2191866,8056,1411,1175,1731,351,3,1433.9955
3698,12,0,3,55,497,6,2306.7544
276532,2070,215,371,1552,1137,4,1832.8524
5693,27,0,2,683,662,7,2360.8076
23555,83,22,36,431,337,4,1675.6224
74229,91,17,2,1410,242,8,1667.3756
38646,95,2,15,347,72,5,21.498491
3448894,56156,1920,4014,1545,316,4,378.1602
5767561,27112,456,3648,1526,323,2,1609.7218
153713,670,134,136,1866,247,6,1191.1951
2388,170,27,14,1370,311,4,1689.0531
3287269,19612,405,1344,1023,241,4,1463.445
654,2,0,0,1417,105,4,2574.4978
202939,131,27,34,450,137,4,2557.475
673,54,5,6,1867,121,2,1466.7357
37561367,83099,18894,2703,1194,262,3,2316.3713
1638,9,0,0,1578,652,3,2045.5975
9598,128,6,8,1968,313,7,2079.363
629661,5241,835,3218,1794,490,2,1345.819
32293,570,9,130,2052,196,4,1630.6838
2678763,6337,790,310,980,0,4,1405.4722
82169,1143,6,91,1722,298,6,1366.3531
42370,554,15,170,1586,358,6,1605.4581
13335,270,24,18,1776,71,4,592.0005
187458,78,31,10,853,44,4,702.0966
1976235,3632,1358,387,2073,0,7,1409.046
135337,3185,33,243,1403,130,2,931.4417
13655,63,12,2,1353,3473,6,1897.8665
64576,1107,10,87,1482,249,6,1860.3838
262,2,0,0,1186,15,4,2427.5908
270031,800,51,178,1609,0,7,2592.5974
357988,1501,168,716,1883,617,4,2296.2676
6549,35,4,7,1644,2821,3,685.7285
128065,1228,27,238,1874,818,5,1668.3182
258927,2616,63,323,1875,519,6,2652.2788
5852,146,14,8,1493,408,2,21.498491
551243,1340,47,134,1896,325,2,1332.6191
122,1,0,0,1652,178,4,2083.374
161032,1545,29,195,692,310,5,1210.3608
310341,1275,55,138,1897,0,8,2547.0474
37421,304,15,191,1863,1979,5,1150.9631
603265,1415,42,157,1881,396,2,1995.8553
128013,34,46,12,1813,150,4,2697.835
1244052,4174,583,477,855,1420,7,588.4749
416212,1118,109,18,193,340,6,1033.4346
1051270,1471,315,154,854,0,4,2346.4688
273667,271,84,16,825,2654,4,1473.9822
4630140,9983,1861,865,1057,146,3,2386.6226
7215860,49091,1059,8368,1977,488,2,1111.209
1078475,1167,248,713,1631,363,5,1798.1183
959936,3590,73,146,1292,280,7,1072.8582
98,0,0,0,1750,21,4,1517.6061
452854,1356,89,36,1321,525,4,2377.0867
1082,3,0,3,1360,60,4,1822.9618
919885,6849,498,167,1368,270,7,1860.3015
56325,327,12,52,1398,2339,4,2589.1296
27213,154,8,5,1378,3386,6,1633.8545
332210,657,125,96,1194,2534,4,712.0425
617773,708,108,206,1176,99,4,1299.4054
274378,248,32,102,35,484,4,1630.7466
2119014,9630,400,489,1304,100,2,2305.015
350935,988,46,67,1153,114,4,2136.6138
323512,681,59,27,1723,1216,7,2651.7446
1121995,2068,415,173,1912,270,4,1142.0482
51720,58,8,1,823,287,4,1509.4794
4091,11,5,2,600,323,2,1289.8969
103178,231,30,17,936,0,4,130.59288
519930,1034,98,49,1681,384,4,1243.2445
4414687,18329,418,684,972,246,4,2484.0894
553802,178,83,13,531,176,4,2907.0361
70402,270,12,160,1905,1257,4,2641.2031
118369,708,51,77,1457,773,3,1454.8245
183439,741,65,461,1775,198,2,21.498491
82674,814,10,57,815,77,2,2409.8667
108411,49,26,0,910,920,5,2275.8247
217606,297,36,8,1503,1743,5,1707.4874
6488356,26786,1721,1208,709,241,4,1179.0328
32324,147,14,7,1333,953,8,2062.7083
79011,1091,28,55,1677,271,7,2477.0356
565316,925,85,300,1833,630,5,21.498491
6631,125,1,35,863,317,4,238.69339
288963,1268,82,77,1880,66,4,2012.6838
6282,17,1,1,457,299,7,1744.5101
357812,460,104,170,1869,469,5,2459.5115
588526,8251,342,2750,1896,246,6,2448.3088
332075,666,87,80,1442,294,7,1817.88
28842,193,5,3,1402,322,4,2633.7776
244865,499,47,43,997,50,2,2297.8057
1939227,19019,690,3186,1726,624,2,1313.0913
338875,729,46,112,1422,0,5,1768.7745
420966,1457,107,84,882,756,7,986.27954
6318,12,2,2,474,0,5,2577.4915
66563,1216,11,89,1218,0,3,1556.2622
584696,162,65,4,516,82,4,1389.8817
82189,104,19,9,741,881,5,2370.205
163447,229,28,10,1914,341,4,1008.2379
35982,1377,151,352,1492,408,5,1662.1178
31840,229,6,12,1351,254,7,2765.3542
1258258,448,157,33,201,0,5,2347.149
11573,19,2,1,682,1919,3,2584.4683
7714,99,0,18,2031,218,7,1783.0696
145673,296,22,29,1244,261,4,2224.5752
1445196,12825,577,2935,1774,773,2,2317.768
117,1,0,0,2070,190,4,2431.6255
13786,50,11,18,517,597,4,1678.9609
236305,2414,219,836,6,209,4,1667.5554
785062,7690,847,4353,1758,663,4,21.498491
11393881,46662,3429,1622,1150,365,4,2505.0105
13522,20,1,0,1605,93,4,2200.9324
48117,373,16,78,827,2057,1,2670.2817
123051,2381,25,494,548,181,7,2266.9065
6477,22,0,1,1413,378,4,968.4721
353169,1933,24,442,154,169,7,141.42192
197775,126,45,8,1432,100,8,21.498491
109012,163,32,1,1957,303,4,2622.7515
105553,91,13,9,82,519,4,2004.8939
768171,651,343,98,1733,112,4,655.4546
407003,1003,104,106,1708,0,5,2354.3403
1749,7,2,2,1312,270,4,2349.3955
250734,1355,99,256,1907,493,4,985.76294
71959,204,12,108,881,67,5,2142.5422
52012,18,13,1,527,74,4,2616.1323
427950,801,46,34,1886,495,4,1062.0148
636735,5007,83,878,1814,491,6,2733.6628
100066,327,54,49,1874,2266,4,2202.1665
17858,361,4,132,2012,60,6,1338.658
2842,40,0,1,1835,246,4,2593.9902
42896,143,7,23,1261,222,4,2477.184
222595,190,50,74,625,2356,4,1366.4587
334620,779,147,72,1584,0,4,1964.8892
1057,6,0,9,1065,377,3,2585.362
3216085,814,735,72,1875,196,4,1793.0562
910739,1073,237,89,742,2626,4,2541.428
97634,3303,48,900,2008,64,2,1208.3411
130460,2221,53,185,1790,289,7,1062.7538
67010,2,0,0,1232,131,3,1177.2664
400138,621,16,29,1566,356,2,1717.2269
325579,613,39,42,430,434,4,1127.7113
1181077,1402,624,174,1515,0,4,1655.0558
194994,1962,45,2800,1779,430,5,2397.8638
51929,558,44,74,1843,1099,6,686.0392
184801,541,37,30,788,1131,7,21.498491
2741224,6539,902,505,1749,144,3,1709.5941
407802,129,52,10,463,107,4,2386.5337
121,0,0,0,1652,161,4,1918.7446
187102,1201,101,147,1431,337,7,1035.3931
103529,135,39,14,986,2442,4,874.5581
241362,6418,209,14606,2070,384,2,1109.3805
1622,43,1,20,1877,255,7,1074.9193
5078,42,0,4,595,250,4,3086.0671
2434899,5643,594,695,1551,0,5,994.21936
11924,73,6,5,1188,2369,6,2325.077
6463,32,4,0,2028,11,5,2985.0166
94638,460,24,767,1835,803,4,76.792366
1240321,1171,299,62,646,0,5,1518.1432
1154301,14562,226,2374,2005,591,2,1519.2698
8048,31,12,3,1599,270,7,1852.6006
210884,3758,78,177,1873,276,4,1748.5065
1012475,987,438,81,1602,58,5,2468.5469
51029,645,12,74,1629,1089,4,2138.4302
302969,836,149,30,972,221,4,1723.9832
394238,2367,459,1836,506,572,2,1478.5844
283428,898,80,56,1164,0,7,21.498491
95118,307,30,30,695,1779,7,2460.3489
253,8,2,0,2090,225,4,21.498491
192542,2487,101,173,884,74,5,1162.0973
810932,1485,162,192,885,0,5,2185.6763
184267,199,104,46,1132,322,4,2429.7603
74016,88,42,1,1436,1181,7,2818.62
531974,630,130,56,1471,0,4,2335.4414
236103,642,57,25,1400,537,5,2291.7224
1482,5,1,1,1694,169,4,1372.683
13786,117,2,11,838,254,7,2502.785
61226,340,21,41,854,283,7,2405.1707
1103067,1046,541,291,568,2092,4,2429.0386
42323,17,14,41,864,1845,8,2528.873
96287,734,17,27,1546,873,4,2153.4448
132827,182,53,10,489,357,6,2747.2056
369058,1135,76,213,1481,3201,4,2485.4019
404037,1263,114,416,1550,799,4,2303.8245
71752,42,5,4,696,115,4,2483.829
3874,31,0,10,2078,341,4,2280.1018
367765,428,14,14,1784,46,4,21.498491
80555,100,7,24,804,229,4,2296.4397
986349,731,511,52,1396,0,5,1834.6622
1355752,15367,1126,1130,1093,226,7,2204.6746
628527,1399,105,104,1521,318,4,1969.5137
285676,268,37,16,456,221,7,1444.9493
1678632,11753,613,1235,1438,896,5,2413.6787
77846,152,22,15,594,224,6,1818.105
28635,346,20,121,705,467,7,867.0454
75344,195,17,5,1022,307,4,2170.1294
251526,2213,25,530,269,743,5,1277.4282
500969,3346,134,143,973,1309,4,1091.464
69531,300,15,15,1265,796,4,2168.2324
485528,1811,88,35,378,392,4,2277.2976
4854,12,2,1,1877,1202,8,2697.1619
204307,4639,76,593,1313,358,4,2131.0554
284903,79,66,12,1729,135,4,2644.1348
563020,4398,235,844,1895,313,6,2328.3984
7870,11,5,0,1504,37,4,1461.827
18624,36,3,4,255,603,5,21.498491
1284831,1108,143,29,915,135,4,1451.4056
2049,15,1,12,2091,266,4,1297.5587
627936,2599,108,220,1155,3222,7,1204.9984
253959,236,43,15,823,406,4,2664.7935
805460,7587,633,2923,1847,747,4,2578.2056
562141,1189,209,180,823,2134,4,876.25433
56224,204,22,8,908,636,4,2727.0522
9025,30,0,0,1791,61,4,2632.7014
26503,104,6,34,421,251,5,1406.0621
1243,15,0,0,1234,88,4,2049.446
28556617,26081,5198,2690,1947,634,5,2354.7998
71735,99,4,28,251,711,5,2629.2007
288247,1488,49,150,1583,478,1,1710.4006
1976,2,0,0,275,150,4,2573.6057
1460054,3132,398,390,1416,0,5,706.46967
339195,1012,108,52,772,347,6,2356.1238
25006,80,6,1,1635,0,3,2341.5122
828,13,1,7,699,445,3,2077.6704
137725,476,148,101,1062,289,6,1504.5851
196778,74,50,0,910,873,5,2422.073
5386810,7148,789,429,846,310,4,1842.1273
204683,1955,121,359,1329,0,7,1566.8962
55524,751,20,65,1791,1047,6,1793.2726
2069679,780,669,49,1501,573,4,1556.5974
161503,1084,22,46,1884,120,4,1729.3735
34883,47,2,0,915,157,4,779.6622
1245333,2649,216,165,713,1021,4,2169.9646
52191,2064,27,229,1852,1340,1,2230.2437
927939,382,152,23,795,43,4,2474.8003
222722,350,52,433,1857,420,4,1441.6864
94901,133,42,9,1229,0,5,1167.5107
820875,1326,261,131,1756,0,5,1861.4078
609838,933,99,48,922,739,4,1722.8318
364351,566,108,63,642,240,7,2202.1846
2949,4,0,0,496,96,4,1287.1605
11147,27,2,1,1326,2672,8,2208.4363
39458,154,9,4,641,536,7,882.8924
282118,2894,111,1173,1860,392,6,21.498491
194670,2394,47,128,2075,198,7,21.498491
1433,7,0,7,1943,118,4,2283.9863
1017304,7463,248,2796,1516,1094,4,1489.3398
9475,16,3,0,670,2671,7,2134.4495
4009,118,3,21,1875,462,6,2589.0266
955867,1412,224,50,1668,258,4,1903.9756
2801043,4738,391,78,1046,265,4,2242.905
51286,142,6,12,482,209,4,907.71924
711042,5327,48,84,1283,320,7,2707.6975
155,1,0,1,1708,51,4,2455.1743
813810,1836,25,284,1249,3156,7,2712.0483
2641145,713,738,59,1374,2324,4,1075.3181
6150796,5997,2866,348,1748,868,5,1621.8676
24451,81,5,4,1051,178,4,854.2812
1048113,10914,720,2636,1902,389,4,2774.2622
15783,91,14,10,2097,659,6,1713.4613
1690594,1227,529,118,1750,887,4,2157.9558
775067,608,393,99,1866,65,4,1710.2203
1186,8,0,1,1916,558,5,2589.9448
1185045,971,237,71,343,0,5,751.1204
176613,765,33,93,697,0,7,1361.3925
581615,1187,134,157,358,309,4,1548.9598
8512571,45288,2618,2342,1611,177,4,2199.8772
136338,166,57,7,1813,0,4,713.48596
169924,177,44,10,1307,522,2,2323.7202
235133,1139,40,46,1071,613,4,1553.2084
7357723,37971,1285,2065,1749,556,5,1907.0466
